GROUP,VOLT_FLAG,SURVEY_ID,SCORE,LTR_COMMENT,PRIMARY_REASON,MONTH,CONNECTION_TIME,SALES_PERSON_SAT,SALES_FRIENDLY_SAT,COMMINICATION_SAT,FIRST_BILL_SAT,AGENT_KNOWLEDGE,VOLT_FLAG_BINARY,TREATMENT_BINARY,LTR_COMMENT_CLEAN,SENTIMENT_SCORE,SENTIMENT_MAGNITUDE,topics_assigned,substantive_topics,num_topics_assigned
control,yes,359318270,10,James was very helpful and help me get the best package for the family. Can't wait for the 31st May for full installation only wish it was sooner.,"Customer Service,General,UK Legacy",2023-05-01,10,10,10,10,10,10,1,0,James was very helpful and help me get the best package for the family. Can't wait for the 31st May for full installation only wish it was sooner.,0.8999999761581421,1.899999976158142,['3_installation_contact_experience_setup'],['Installation Process and Setup Experience'],1
control,yes,359309793,9,"The service was fabulous,",Customer Service,2023-05-01,8,10,10,9,9,9,1,0,"The service was fabulous,",0.8999999761581421,0.8999999761581421,[],[],0
control,,359361583,10,"Everything was made extremely clear. The agent I dealt with was polite and friendly and when promised a call back, actually did so as planned.",Customer Service,2023-05-01,10,10,10,10,10,10,0,0,"Everything was made extremely clear. The agent I dealt with was polite and friendly and when promised a call back, actually did so as planned.",0.8999999761581421,1.7999999523162842,['11_agent_helpful_start_polite'],['Sales Agent Performance and Process'],1
control,,359402193,10,Very helpful agent clearly stated everything I needed to know and took me through the whole process in a polite and professional manner stating when the service would start and when to expect my equipment.,"Customer Service,Installation,General,UK Legacy",2023-05-01,10,9,8,10,10,9,0,0,Very helpful agent clearly stated everything I needed to know and took me through the whole process in a polite and professional manner stating when the service would start and when to expect my equipment.,0.8999999761581421,0.8999999761581421,['11_agent_helpful_start_polite'],['Sales Agent Performance and Process'],1
control,,359396338,10,,,2023-05-01,10,10,10,10,10,10,0,0,,,,[],[],0
control,,358892501,10,Very polite and helpful when I got to speak to somebody,Customer Service,2023-05-01,10,6,5,10,10,10,0,0,Very polite and helpful when I got to speak to somebody,0.8999999761581421,0.8999999761581421,"['0_helpful_friendly_staff_explained', '13_needed_friendly_contract_competence']","['Staff Helpfulness and Communication', 'Professional Service Standards']",2
control,,358952162,8,,,2023-05-01,7,7,7,7,7,7,0,0,,,,[],[],0
control,yes,359471734,6,"I have found that the service so far has been very good. However in my research, once services are in the evaluation of company customer service responding to issues is quite poor. This worries me so will reserve judgement.",Customer Service,2023-05-01,10,10,7,10,10,8,1,0,"I have found that the service so far has been very good. However in my research, once services are in the evaluation of company customer service responding to issues is quite poor. This worries me so will reserve judgement.",-0.20000000298023224,2.4000000953674316,['1_customer_service_good_excellent'],['Overall Customer Service Quality'],1
control,,359547396,10,"The customer service is Excellent from when i was a customer, thats why i left but now i'm crawling back haha","Deepdive,Reliability GeneralCustomer Service,Customer Service,General,UK Legacy",2023-05-01,10,10,10,10,10,10,0,0,"The customer service is Excellent from when i was a customer, thats why i left but now i'm crawling back haha",0.800000011920929,0.800000011920929,['1_customer_service_good_excellent'],['Overall Customer Service Quality'],1
control,yes,359510690,9,Because a man who spoke with me was so polite and helpful,"Internet,Internet Service,UK Legacy,Customer Service,Technician",2023-05-01,9,5,5,9,8,8,1,0,Because a man who spoke with me was so polite and helpful,0.8999999761581421,0.8999999761581421,"['0_helpful_friendly_staff_explained', '13_needed_friendly_contract_competence']","['Staff Helpfulness and Communication', 'Professional Service Standards']",2
control,yes,359547230,10,Fantastic customer service!,"Customer Service,General,Pricing,UK Legacy",2023-05-01,10,10,10,10,10,10,1,0,Fantastic customer service!,0.8999999761581421,0.8999999761581421,"['1_customer_service_good_excellent', '9_price_reasonable_good_prices']","['Overall Customer Service Quality', 'Pricing and Value Proposition']",2
control,,359476311,10,Coz Davie was lovely. Great salesman¬¦ local to me¬¦ I just hope you can maintain the excellent customer service that was given to me during our call. As a previous customer of company¬¦ then¬¦ the customer service was absolutely pants!,"Customer Service,General,Sales,UK Legacy",2023-05-01,10,5,10,10,10,10,0,0,Coz Davie was lovely. Great salesman¬¦ local to me¬¦ I just hope you can maintain the excellent customer service that was given to me during our call. As a previous customer of company¬¦ then¬¦ the customer service was absolutely pants!,0.4000000059604645,1.899999976158142,['1_customer_service_good_excellent'],['Overall Customer Service Quality'],1
control,yes,358748800,8,Friendly & patient staff there to assist. Always kept informed of what was going on at all times. Great service.,"Customer Service,General",2023-05-01,10,5,7,10,10,7,1,0,Friendly & patient staff there to assist. Always kept informed of what was going on at all times. Great service.,0.8999999761581421,2.799999952316284,['0_helpful_friendly_staff_explained'],['Staff Helpfulness and Communication'],1
control,,359530209,10,"Great value for money and friendly helpful customer service, not had installation yet so can¬""t comment on much, so far so good","Customer Service,General,Pricing,UK Legacy",2023-05-01,10,5,10,10,10,10,0,0,"Great value for money and friendly helpful customer service, not had installation yet so can't comment on much, so far so good",0.8999999761581421,0.8999999761581421,['9_price_reasonable_good_prices'],['Pricing and Value Proposition'],1
control,yes,359755096,10,,,2023-05-01,10,10,10,10,10,10,1,0,,,,[],[],0
control,,358931638,10,"Customer service excellent,polite and extremely helpful .","Customer Service,General,UK Legacy",2023-05-01,10,10,10,10,10,10,0,0,"Customer service excellent,polite and extremely helpful .",0.8999999761581421,0.8999999761581421,[],[],0
control,,359811913,10,"Angie's customer service was excellent -- he took me through all my options in a clear and comprehensive way, made sure things got sorted really quickly, and was super friendly to talk to.","Customer Service,General,UK Legacy",2023-05-01,10,10,10,10,10,10,0,0,"Angie's customer service was excellent -- he took me through all my options in a clear and comprehensive way, made sure things got sorted really quickly, and was super friendly to talk to.",0.800000011920929,0.800000011920929,[],[],0
control,,359303431,10,The technician was excellent,Technician,2023-05-01,6,4,6,4,7,10,0,0,The technician was excellent,0.800000011920929,0.800000011920929,['7_engineer_technician_mat_incredibly'],['Field Engineer Performance'],1
control,yes,359161024,10,I have been a customer for over 20 years and have always had a very good service from you.,"Brand,UK Legacy",2023-05-01,10,10,10,10,10,10,1,0,I have been a customer for over 20 years and have always had a very good service from you.,0.8999999761581421,0.8999999761581421,"['1_customer_service_good_excellent', '5_phone_50_internet_number']","['Overall Customer Service Quality', 'Phone Support and Account Management']",2
control,yes,359756864,10,"Representative very helpful, gave good advice, understood my needs","Brand,Customer Service,General,Pricing,UK Legacy",2023-05-01,10,10,10,10,10,10,1,0,"Representative very helpful, gave good advice, understood my needs",0.8999999761581421,0.8999999761581421,['0_helpful_friendly_staff_explained'],['Staff Helpfulness and Communication'],1
control,,359400681,10,Excellent service,General,2023-05-01,10,10,10,10,10,10,0,0,Excellent service,0.8999999761581421,0.8999999761581421,[],[],0
control,,359205273,10,It was a quick and easy set up,"Brand,UK Legacy,Delivery and Installation",2023-05-01,10,10,10,10,10,10,0,0,It was a quick and easy set up,0.800000011920929,0.800000011920929,[],[],0
control,,359885527,10,Good customer service,"Customer Service,General,UK Legacy",2023-05-01,8,10,7,10,10,6,0,0,Good customer service,0.800000011920929,0.800000011920929,['1_customer_service_good_excellent'],['Overall Customer Service Quality'],1
control,,359997714,9,,,2023-05-01,10,10,10,10,10,10,0,0,,,,[],[],0
control,yes,359438112,3,Was called when out - took items did not need tried to cancel part - poor reduction after removing item - went to cancel could not understand call handler had to ask to repeat what she said back to her . Still not cancelled - hope to get a British native speaker next time.,Customer Service,2023-05-01,8,,5,8,8,4,1,0,Was called when out - took items did not need tried to cancel part - poor reduction after removing item - went to cancel could not understand call handler had to ask to repeat what she said back to her . Still not cancelled - hope to get a British native speaker next time.,-0.6000000238418579,1.2999999523162842,['2_contract_emails_centers_operators'],['Contract Issues and Call Center Problems'],1
control,yes,359968081,10,,,2023-05-01,10,10,10,10,10,10,1,0,,,,[],[],0
control,,360144627,10,,,2023-05-01,10,10,10,10,10,10,0,0,,,,[],[],0
control,,360128593,10,"Good customer service, polite Staff","Customer Service,General,UK Legacy",2023-05-01,10,10,10,10,10,10,0,0,"Good customer service, polite Staff",0.8999999761581421,0.8999999761581421,[],[],0
control,,360038130,10,"Your lady who helped me, her name was Clara, was absolutely wonder. She explained everything to me, and was a delight to speak to.please thank her for me, and tell her I enjoyed our chat.","Brand,Pricing,Customer Service,General,UK Legacy",2023-05-01,10,8,8,10,10,10,0,0,"Your lady who helped me, her name was Clara, was absolutely wonder. She explained everything to me, and was a delight to speak to.please thank her for me, and tell her I enjoyed our chat.",0.8999999761581421,1.7999999523162842,"['0_helpful_friendly_staff_explained', '11_agent_helpful_start_polite', '13_needed_friendly_contract_competence']","['Staff Helpfulness and Communication', 'Sales Agent Performance and Process', 'Professional Service Standards']",3
control,,359543300,10,"The experience is really good. The price can be a bit expensive. But I have had good experience with company media so far. The engineer, who came to my address was very professional and friendly. And did a really good job running the wires nice and tidy. Exactly how I wanted.","Customer Service,General,Technician,UK Legacy,Pricing",2023-05-01,9,9,8,9,8,8,0,0,"The experience is really good. The price can be a bit expensive. But I have had good experience with company media so far. The engineer, who came to my address was very professional and friendly. And did a really good job running the wires nice and tidy. Exactly how I wanted.",0.5,4.900000095367432,"['7_engineer_technician_mat_incredibly', '10_media_company_recommend_friends']","['Field Engineer Performance', 'Installation Quality and Recommendations']",2
control,,359597175,10,Good service,General,2023-05-01,10,10,10,10,10,10,0,0,Good service,0.800000011920929,0.800000011920929,[],[],0
control,,360001021,10,"Mat was incredibly helpful and friendly made me feel at ease while I was trying to decide where I was going to go but with no pressure just laid out facts and remained friendly. I called to have an engineer come out and spoke with Cary who was also incredibly helpful booked me someone within a day and he was very polite and talkative. Finally Si came out with a colleague whos name i was unable to get to install they were both great made the process very easy for me to understand the process and even helped me with a cable that I didn't know was damaged. Start to end process has been excellent, special thank you to all who helped.","Customer Service,General,Technician,UK Legacy",2023-05-01,10,10,10,10,10,10,0,0,"Mat was incredibly helpful and friendly made me feel at ease while I was trying to decide where I was going to go but with no pressure just laid out facts and remained friendly. I called to have an engineer come out and spoke with Cary who was also incredibly helpful booked me someone within a day and he was very polite and talkative. Finally Si came out with a colleague whos name i was unable to get to install they were both great made the process very easy for me to understand the process and even helped me with a cable that I didn't know was damaged. Start to end process has been excellent, special thank you to all who helped.",0.8999999761581421,3.5999999046325684,['7_engineer_technician_mat_incredibly'],['Field Engineer Performance'],1
control,,359817026,7,,,2023-05-01,10,8,9,10,10,8,0,0,,,,[],[],0
control,,359733535,10,"The best technician I've ever met. He was very professional and gentle person. He had a calm and cool personality. Even though there was a delay in opening the door to him, he waited patiently and was cool with it. Overall the installation went fast and perfectly. Thank you for providing with professionals with good character rather than other providers. That is one point right on the sheets.","Brand,Customer Service,Technician,UK Legacy",2023-05-01,10,10,8,10,10,10,0,0,"The best technician I've ever met. He was very professional and gentle person. He had a calm and cool personality. Even though there was a delay in opening the door to him, he waited patiently and was cool with it. Overall the installation went fast and perfectly. Thank you for providing with professionals with good character rather than other providers. That is one point right on the sheets.",0.800000011920929,5.599999904632568,['7_engineer_technician_mat_incredibly'],['Field Engineer Performance'],1
control,yes,360345797,9,The person i spoke to was extremely helpful and informative. The package i purchased was an improvement on the deal i was getting from another provider,,2023-05-01,9,9,9,9,10,9,1,0,The person i spoke to was extremely helpful and informative. The package i purchased was an improvement on the deal i was getting from another provider,0.6000000238418579,1.2999999523162842,[],[],0
control,yes,360539806,10,Ellie was very nice and easygoing funny too,"General,Pricing,Customer Service",2023-05-01,10,10,10,10,10,8,1,0,Ellie was very nice and easygoing funny too,0.8999999761581421,0.8999999761581421,"['0_helpful_friendly_staff_explained', '11_agent_helpful_start_polite', '13_needed_friendly_contract_competence']","['Staff Helpfulness and Communication', 'Sales Agent Performance and Process', 'Professional Service Standards']",3
control,yes,360632252,10,"They were proactive and called me, as I had added to the Basket. Saved me a call. The next day I filled in the request for information outside our house for cabling. The contractor arrived a few hours later to fit the cable. Unbelievable service.","Customer Service,General,UK Legacy",2023-05-01,10,5,10,10,8,10,1,0,"They were proactive and called me, as I had added to the Basket. Saved me a call. The next day I filled in the request for information outside our house for cabling. The contractor arrived a few hours later to fit the cable. Unbelievable service.",0.4000000059604645,2.9000000953674316,['4_days_home_told_day'],['Service Delivery and Scheduling Issues'],1
control,yes,359923481,10,Friendly and quick service .,"General,Pricing,UK Legacy",2023-05-01,10,10,10,10,10,10,1,0,Friendly and quick service .,0.800000011920929,0.800000011920929,['6_quick_efficient_service_coverage'],['Service Speed and Network Coverage'],1
control,,359763785,10,"The engineer that came to help with the installation, Abbie, went above and beyond to understand how I wanted the setup and make sure everything was done properly. Very happy with his service.","Installation,Technician",2023-05-01,8,8,6,8,8,8,0,0,"The engineer that came to help with the installation, Abbie, went above and beyond to understand how I wanted the setup and make sure everything was done properly. Very happy with his service.",0.8999999761581421,1.7999999523162842,"['3_installation_contact_experience_setup', '10_media_company_recommend_friends']","['Installation Process and Setup Experience', 'Installation Quality and Recommendations']",2
control,yes,359878029,9,,,2023-06-01,9,8,8,8,8,9,1,0,,,,[],[],0
control,,359908997,9,THE REASON IS BECAUSE FOLLOWING MY JOINING company THE SUBSEQUENT VERY NEXT DAY THE company TEAM FITTED EQUIPMENT OUTSIDE MY COTTAGE HERE IN NEWTONGRANGE THANKYOU VERY MUCH FOR YOUR VERY PROMT SERVICE ONLY ONE SMALL COMPLAINT HAVING DIFFICULTY IN OBTAINING DUE FINANCIAL REWARD YOURS SINCERELY,"Customer Service,Processes/Journeys",2023-06-01,8,10,10,8,10,8,0,0,THE REASON IS BECAUSE FOLLOWING MY JOINING company THE SUBSEQUENT VERY NEXT DAY THE company TEAM FITTED EQUIPMENT OUTSIDE MY COTTAGE HERE IN NEWTONGRANGE THANKYOU VERY MUCH FOR YOUR VERY PROMT SERVICE ONLY ONE SMALL COMPLAINT HAVING DIFFICULTY IN OBTAINING DUE FINANCIAL REWARD YOURS SINCERELY,-0.5,0.5,['2_contract_emails_centers_operators'],['Contract Issues and Call Center Problems'],1
control,yes,359886684,9,Friendly helpful,"Customer Service,General,UK Legacy",2023-06-01,9,,9,9,10,9,1,0,Friendly helpful,0.8999999761581421,0.8999999761581421,[],[],0
control,,359916121,10,"super quick, responsive and helpful. Great customer service, thank-you!","Customer Service,General,UK Legacy",2023-06-01,10,10,10,10,10,10,0,0,"super quick, responsive and helpful. Great customer service, thank-you!",0.8999999761581421,1.7999999523162842,['6_quick_efficient_service_coverage'],['Service Speed and Network Coverage'],1
control,yes,360728017,8,Angie was extremely helpful and helped me choose the right package for my needs (we think),"Customer Service,General,UK Legacy",2023-06-01,9,9,8,9,9,9,1,0,Angie was extremely helpful and helped me choose the right package for my needs (we think),0.800000011920929,0.800000011920929,"['0_helpful_friendly_staff_explained', '11_agent_helpful_start_polite', '13_needed_friendly_contract_competence']","['Staff Helpfulness and Communication', 'Sales Agent Performance and Process', 'Professional Service Standards']",3
control,yes,359988152,9,Great service and sales consultant..great deal offered,General,2023-06-01,9,9,9,9,9,9,1,0,Great service and sales consultant..great deal offered,0.8999999761581421,0.8999999761581421,['9_price_reasonable_good_prices'],['Pricing and Value Proposition'],1
control,,360179117,10,"It's speed is awesome, there is no shut down. Customer services are excellent and staff is highly cooperative.","Customer Service,Deepdive,Internet",2023-06-01,10,10,10,10,10,10,0,0,"It's speed is awesome, there is no shut down. Customer services are excellent and staff is highly cooperative.",0.8999999761581421,1.7999999523162842,"['1_customer_service_good_excellent', '9_price_reasonable_good_prices']","['Overall Customer Service Quality', 'Pricing and Value Proposition']",2
control,,360805510,10,"Efficient, courteous staff. Good service and prices. Glad to be on board. John.","Customer Service,General,Pricing,UK Legacy",2023-06-01,10,10,10,10,10,10,0,0,"Efficient, courteous staff. Good service and prices. Glad to be on board. John.",0.699999988079071,3.0999999046325684,"['0_helpful_friendly_staff_explained', '13_needed_friendly_contract_competence']","['Staff Helpfulness and Communication', 'Professional Service Standards']",2
control,yes,360761752,10,,,2023-06-01,10,10,10,10,10,10,1,0,,,,[],[],0
control,,360829926,9,Easy set up and good price,"Alert,Customer Service,Delivery and Installation,General,Internet Service,UK Legacy,Pricing",2023-06-01,10,10,9,10,10,9,0,0,Easy set up and good price,0.8999999761581421,0.8999999761581421,[],[],0
control,,360856024,10,Very fast Internet,"Customer Service,General,UK Legacy,Deepdive,Internet,Internet Service",2023-06-01,10,9,10,10,10,6,0,0,Very fast Internet,0.800000011920929,0.800000011920929,[],[],0
control,,360712563,9,,,2023-06-01,10,5,10,10,10,10,0,0,,,,[],[],0
control,,360711840,0,I cant get my box to work,"TV,UK Legacy",2023-06-01,10,0,10,10,10,10,0,0,I cant get my box to work,-0.800000011920929,0.800000011920929,[],[],0
control,,360879207,10,Very helpful and efficient service and competitive broadband TV package,"Customer Service,General,UK Legacy",2023-06-01,10,10,10,10,10,10,0,0,Very helpful and efficient service and competitive broadband TV package,0.8999999761581421,0.8999999761581421,['8_broadband_company_april_media'],['Broadband Service and Connectivity'],1
control,yes,360199204,0,"terrible customer service, a week later and my WIFI still isn't set up and nobody has contacted me since they said it would be sorted within 24 hrs and someone would call me","Alert,General,Internet Service,UK Legacy",2023-06-01,0,0,5,0,0,0,1,0,"terrible customer service, a week later and my WIFI still isn't set up and nobody has contacted me since they said it would be sorted within 24 hrs and someone would call me",-0.699999988079071,0.699999988079071,['4_days_home_told_day'],['Service Delivery and Scheduling Issues'],1
control,,361233556,10,"Very good customer service from Agent and she found us a really good deal, a lot better than we was getting from sky","Brand,Customer Service,General,UK Legacy",2023-06-01,10,10,10,10,10,10,0,0,"Very good customer service from Agent and she found us a really good deal, a lot better than we was getting from sky",0.8999999761581421,0.8999999761581421,['12_sky_wifi_18_3x'],['Competitor Comparisons (Sky)'],1
control,yes,359947966,0,,,2023-06-01,,0,,,,,1,0,,,,[],[],0
control,,361238644,10,The reson is your one emplyee Rosie She helped me by going extra mile over the phone this ranking is only for that lady as for you online sale department their performance is not good,Sales,2023-06-01,10,7,10,10,10,8,0,0,The reson is your one emplyee Rosie She helped me by going extra mile over the phone this ranking is only for that lady as for you online sale department their performance is not good,-0.4000000059604645,0.4000000059604645,['5_phone_50_internet_number'],['Phone Support and Account Management'],1
pilot,yes,352299145,10,,"Customer Service,General,UK Legacy",2023-03-01,10,,10,10,10,10,1,1,,,,[],[],0
pilot,yes,351717614,8,,,2023-03-01,8,8,8,8,8,7,1,1,,,,[],[],0
pilot,,352217961,9,,,2023-03-01,10,8,10,9,9,9,0,1,,,,[],[],0
pilot,,351710544,7,,,2023-03-01,7,7,7,7,7,8,0,1,,,,[],[],0
pilot,yes,351645277,7,Prompt service,"General Services,Internet,Pricing",2023-03-01,7,7,6,7,7,7,1,1,Prompt service,0.800000011920929,0.800000011920929,[],[],0
pilot,,351741477,10,,,2023-03-01,9,7,5,9,10,7,0,1,,,,[],[],0
pilot,,351803343,10,"The young man who visited and set the Internet up was respectful, informative and knowledgeable.","Customer Service,Technician",2023-03-01,10,10,10,10,10,10,0,1,"The young man who visited and set the Internet up was respectful, informative and knowledgeable.",0.8999999761581421,0.8999999761581421,"['0_helpful_friendly_staff_explained', '13_needed_friendly_contract_competence']","['Staff Helpfulness and Communication', 'Professional Service Standards']",2
pilot,,352228207,0,"My internet isn¬""t working your team are pushy and despite having put in account details to talk to someone on the phone you have to repeat them. It¬""s a frustrating and soul destroying experience","Deepdive,Internet,Internet Service,Reliability GeneralTest,UK Legacy",2023-03-01,0,0,2,0,0,0,0,1,My internet isn't working your team are pushy and despite having put in account details to talk to someone on the phone you have to repeat them. It's a frustrating and soul destroying experience,-0.800000011920929,1.7000000476837158,['2_contract_emails_centers_operators'],['Contract Issues and Call Center Problems'],1
pilot,,352466185,8,,,2023-03-01,10,5,8,10,10,8,0,1,,,,[],[],0
pilot,yes,352218312,5,,,2023-03-01,8,8,8,8,8,8,1,1,,,,[],[],0
pilot,yes,351894468,10,,,2023-03-01,10,10,10,10,10,10,1,1,,,,[],[],0
pilot,yes,351860335,10,Good service,General,2023-03-01,9,9,9,9,9,9,1,1,Good service,0.800000011920929,0.800000011920929,[],[],0
pilot,,352488800,7,Haven't gave it a 10 because when I was setting up the TV and Broadband package with one of your employer's on your team they was going through the payments and bundle I was having and tried to charge me a set up fee when I new it was free could say it was just a mistake but if I didn't have my wit's about me and pointed out it was free of charge he would of charged me on my bill I let him check it out for himself but was put right and we moved on and carried out the deal I had Infront of me apart from that he was helpful .,Delivery and Installation,2023-03-01,5,,10,3,8,7,0,1,Haven't gave it a 10 because when I was setting up the TV and Broadband package with one of your employer's on your team they was going through the payments and bundle I was having and tried to charge me a set up fee when I new it was free could say it was just a mistake but if I didn't have my wit's about me and pointed out it was free of charge he would of charged me on my bill I let him check it out for himself but was put right and we moved on and carried out the deal I had Infront of me apart from that he was helpful .,0.0,0.0,['8_broadband_company_april_media'],['Broadband Service and Connectivity'],1
pilot,,352538490,7,The lady I spoke to was very helpful.,,2023-03-01,8,7,8,8,8,7,0,1,The lady I spoke to was very helpful.,0.800000011920929,0.800000011920929,[],[],0
pilot,yes,351913908,10,,,2023-03-01,10,10,10,10,10,10,1,1,,,,[],[],0
pilot,,352428094,10,,,2023-03-01,10,8,10,10,10,10,0,1,,,,[],[],0
pilot,,352590164,7,,,2023-03-01,9,9,9,9,9,9,0,1,,,,[],[],0
pilot,yes,351853682,9,,,2023-03-01,6,9,3,6,6,7,1,1,,,,[],[],0
pilot,yes,351918164,10,,,2023-03-01,10,10,10,10,10,10,1,1,,,,[],[],0
pilot,,352594108,9,"Good customer service. Adam was knowledgeable, helpful and swift in processing the order. The order itself arrived the next day !!!, Amazing and was seamlessly installed and is up and running nicely making a huge difference to the internet speed. Thank you for the great service and hope this is maintained at this level throughout our engaggement.","Customer Service,General,Internet,Internet Service,Processes/Journeys,UK Legacy",2023-03-01,9,9,9,9,9,9,0,1,"Good customer service. Adam was knowledgeable, helpful and swift in processing the order. The order itself arrived the next day !!!, Amazing and was seamlessly installed and is up and running nicely making a huge difference to the internet speed. Thank you for the great service and hope this is maintained at this level throughout our engaggement.",0.800000011920929,3.5,['8_broadband_company_april_media'],['Broadband Service and Connectivity'],1
pilot,yes,351882363,10,Affordable price and broadband speed,"Customer Service,General,UK Legacy,Internet,Internet Service,Pricing",2023-03-01,10,10,10,9,10,9,1,1,Affordable price and broadband speed,0.8999999761581421,0.8999999761581421,['8_broadband_company_april_media'],['Broadband Service and Connectivity'],1
pilot,,352854408,10,,General,2023-03-01,10,10,10,10,10,10,0,1,,,,[],[],0
pilot,yes,352868263,10,The service is superp I really appreciate the turnaround as well as the constant updates regarding progress. company Media team is so friendly and willing to assist. I will recommend company Media to my friends.,Customer Service,2023-03-01,10,10,10,10,10,10,1,1,The service is superp I really appreciate the turnaround as well as the constant updates regarding progress. company Media team is so friendly and willing to assist. I will recommend company Media to my friends.,0.8999999761581421,2.700000047683716,['10_media_company_recommend_friends'],['Installation Quality and Recommendations'],1
pilot,,352889717,10,The man we talked to was very help full,"General,Pricing,Customer Service,Technician,UK Legacy",2023-03-01,10,10,10,10,10,10,0,1,The man we talked to was very help full,0.800000011920929,0.800000011920929,['0_helpful_friendly_staff_explained'],['Staff Helpfulness and Communication'],1
pilot,yes,352320117,9,The technician by name Shabir did a perfect work. He is nice and company network is wonderful,Technician,2023-03-01,9,10,9,9,9,10,1,1,The technician by name Shabir did a perfect work. He is nice and company network is wonderful,0.8999999761581421,1.7999999523162842,['7_engineer_technician_mat_incredibly'],['Field Engineer Performance'],1
pilot,,352224515,10,I was satisfied with the service rendered by company media staff and the technician that came to install my black box very nice.,"General,Pricing,UK Legacy,Installation,TV,TV/Video,Technician",2023-03-01,9,10,9,8,9,9,0,1,I was satisfied with the service rendered by company media staff and the technician that came to install my black box very nice.,0.8999999761581421,0.8999999761581421,['10_media_company_recommend_friends'],['Installation Quality and Recommendations'],1
pilot,,352968501,9,I liked the professionalism,,2023-03-01,10,9,10,10,10,10,0,1,I liked the professionalism,0.8999999761581421,0.8999999761581421,"['0_helpful_friendly_staff_explained', '13_needed_friendly_contract_competence']","['Staff Helpfulness and Communication', 'Professional Service Standards']",2
pilot,yes,35296company17,2,Your sales team sent me the wrong details in my contract. Wasted to hours trying to get it sorted. Still not sorted!,Sales,2023-03-01,0,5,5,1,2,5,1,1,Your sales team sent me the wrong details in my contract. Wasted to hours trying to get it sorted. Still not sorted!,-0.800000011920929,2.4000000953674316,['11_agent_helpful_start_polite'],['Sales Agent Performance and Process'],1
pilot,,352326736,10,,TV,2023-03-01,10,10,10,10,10,10,0,1,,,,[],[],0
pilot,yes,352858609,10,"Adam clearly knew your products, it was clear he wasn¬""t trying to oversell and he was offering the best product available for my family¬""s needs. All dealt with very swiftly and clearly explained the process",,2023-03-01,10,5,10,10,10,10,1,1,"Adam clearly knew your products, it was clear he wasn't trying to oversell and he was offering the best product available for my family's needs. All dealt with very swiftly and clearly explained the process",0.8999999761581421,1.7999999523162842,[],[],0
pilot,,353070189,8,,,2023-03-01,8,8,8,8,8,8,0,1,,,,[],[],0
pilot,yes,352941130,10,I got a good offer with company than sky,"Customer Service,General,UK Legacy,Brand",2023-03-01,10,8,5,10,10,10,1,1,I got a good offer with company than sky,0.800000011920929,0.800000011920929,['12_sky_wifi_18_3x'],['Competitor Comparisons (Sky)'],1
pilot,,352295433,9,,,2023-03-01,8,8,8,8,9,8,0,1,,,,[],[],0
pilot,yes,352446793,10,,,2023-03-01,10,10,10,10,10,10,1,1,,,,[],[],0
pilot,,353114013,7,"Far to many e-mails and messages, plus its only been two days since ordering the phone line which is not yet installed.",Phone Service,2023-03-01,9,5,5,9,10,5,0,1,"Far to many e-mails and messages, plus its only been two days since ordering the phone line which is not yet installed.",-0.800000011920929,0.800000011920929,"['2_contract_emails_centers_operators', '5_phone_50_internet_number']","['Contract Issues and Call Center Problems', 'Phone Support and Account Management']",2
pilot,yes,352492337,8,Prompt response Swift delivery Good network Affordability,"Customer Service,General,Pricing,UK Legacy",2023-03-01,8,8,8,9,9,8,1,1,Prompt response Swift delivery Good network Affordability,0.6000000238418579,0.6000000238418579,['9_price_reasonable_good_prices'],['Pricing and Value Proposition'],1
pilot,,353087712,9,Very satisfied upto now won't give a 10 until I know that it is up and running ok,,2023-03-01,10,9,10,10,10,10,0,1,Very satisfied upto now won't give a 10 until I know that it is up and running ok,0.800000011920929,0.800000011920929,['12_sky_wifi_18_3x'],['Competitor Comparisons (Sky)'],1
pilot,,353140537,10,Super,,2023-03-01,10,10,10,10,10,10,0,1,Super,0.8999999761581421,0.8999999761581421,[],[],0
pilot,,352885817,10,"Quick, efficient service with easy set up.","Delivery and Installation,General",2023-03-01,10,10,10,10,10,10,0,1,"Quick, efficient service with easy set up.",0.8999999761581421,0.8999999761581421,['6_quick_efficient_service_coverage'],['Service Speed and Network Coverage'],1
pilot,yes,353179998,4,"Operator was difficult to understand, call took over one to register and complete the process",,2023-03-01,,,,,,,1,1,"Operator was difficult to understand, call took over one to register and complete the process",-0.6000000238418579,0.6000000238418579,"['5_phone_50_internet_number', '11_agent_helpful_start_polite', '13_needed_friendly_contract_competence']","['Phone Support and Account Management', 'Sales Agent Performance and Process', 'Professional Service Standards']",3
pilot,yes,352427681,10,Very happy with Maria from customer service centre and Stephen the technician.Both were very helpful and understanding,"Customer Service,General,UK Legacy",2023-03-01,10,10,9,10,10,10,1,1,Very happy with Maria from customer service centre and Stephen the technician.Both were very helpful and understanding,0.8999999761581421,0.8999999761581421,['7_engineer_technician_mat_incredibly'],['Field Engineer Performance'],1
pilot,,353184767,4,"Well, I give a 4 because the set up went fairly smooth but the next day I call in the c.s to update my bank details and found out that there is an ongoing broadband issue in my area.","Automated Phone System,Customer Service,Internet,Internet Service,Reliability GeneralUK Legacy",2023-03-01,9,5,9,7,10,9,0,1,"Well, I give a 4 because the set up went fairly smooth but the next day I call in the c.s to update my bank details and found out that there is an ongoing broadband issue in my area.",-0.10000000149011612,0.10000000149011612,['8_broadband_company_april_media'],['Broadband Service and Connectivity'],1
